,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-01-11 23:17:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190111T231749_20190111T231814_014453_01AE97_D19C,2019-01-11 16:49:16,COPERNICUS/S2_SR_HARMONIZED/20190111T164641_20190111T164644_T16UGB,L2A_T16UGB_A018570_20190111T164644
1,2019-01-11 23:17:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190111T231749_20190111T231814_014453_01AE97_D19C,2019-01-11 16:49:14,COPERNICUS/S2_SR_HARMONIZED/20190111T164641_20190111T164644_T17ULS,L2A_T17ULS_A018570_20190111T164644
2,2019-01-28 23:25:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190128T232549_20190128T232614_014701_01B683_F9B8,2019-01-28 16:39:20,COPERNICUS/S2_SR_HARMONIZED/20190128T163541_20190128T163535_T16UGB,L2A_T16UGB_A018813_20190128T163535
3,2019-01-28 23:25:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190128T232549_20190128T232614_014701_01B683_F9B8,2019-01-28 16:39:18,COPERNICUS/S2_SR_HARMONIZED/20190128T163541_20190128T163535_T17ULS,L2A_T17ULS_A018813_20190128T163535
4,2019-03-24 23:17:48,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190324T231748_20190324T231813_015503_01D0CB_E03F,2019-03-24 16:39:24,COPERNICUS/S2_SR_HARMONIZED/20190324T162929_20190324T163041_T16UGB,L2A_T16UGB_A010691_20190324T163041
5,2019-03-24 23:17:48,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190324T231748_20190324T231813_015503_01D0CB_E03F,2019-03-24 16:39:22,COPERNICUS/S2_SR_HARMONIZED/20190324T162929_20190324T163041_T17ULS,L2A_T17ULS_A010691_20190324T163041
6,2019-03-29 23:25:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190329T232549_20190329T232614_015576_01D325_ABCA,2019-03-29 16:39:23,COPERNICUS/S2_SR_HARMONIZED/20190329T162901_20190329T163233_T16UGB,L2A_T16UGB_A019671_20190329T163233
7,2019-03-29 23:25:49,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190329T232549_20190329T232614_015576_01D325_ABCA,2019-03-29 16:39:21,COPERNICUS/S2_SR_HARMONIZED/20190329T162901_20190329T163233_T17ULS,L2A_T17ULS_A019671_20190329T163233
8,2019-05-11 23:17:50,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190511T231750_20190511T231815_016203_01E7E6_87DE,2019-05-11 16:49:24,COPERNICUS/S2_SR_HARMONIZED/20190511T163901_20190511T164549_T16UGB,L2A_T16UGB_A020286_20190511T164549
9,2019-05-11 23:17:50,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190511T231750_20190511T231815_016203_01E7E6_87DE,2019-05-11 16:49:22,COPERNICUS/S2_SR_HARMONIZED/20190511T163901_20190511T164549_T17ULS,L2A_T17ULS_A020286_20190511T164549
10,2019-05-28 23:25:51,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190528T232551_20190528T232616_016451_01EF7C_B375,2019-05-28 16:39:26,COPERNICUS/S2_SR_HARMONIZED/20190528T162901_20190528T163817_T16UGB,L2A_T16UGB_A020529_20190528T163817
11,2019-05-28 23:25:51,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190528T232551_20190528T232616_016451_01EF7C_B375,2019-05-28 16:39:24,COPERNICUS/S2_SR_HARMONIZED/20190528T162901_20190528T163817_T17ULS,L2A_T17ULS_A020529_20190528T163817
12,2019-07-15 23:25:54,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190715T232554_20190715T232619_017151_02043B_B3AC,2019-07-15 16:49:29,COPERNICUS/S2_SR_HARMONIZED/20190715T163849_20190715T164859_T16UGB,L2A_T16UGB_A012307_20190715T164859
13,2019-07-15 23:25:54,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190715T232554_20190715T232619_017151_02043B_B3AC,2019-07-15 16:49:27,COPERNICUS/S2_SR_HARMONIZED/20190715T163849_20190715T164859_T17ULS,L2A_T17ULS_A012307_20190715T164859
14,2019-09-20 23:17:57,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190920T231757_20190920T231822_018128_022231_A066,2019-09-20 16:39:22,COPERNICUS/S2_SR_HARMONIZED/20190920T162949_20190920T163359_T16UGB,L2A_T16UGB_A013265_20190920T163359
