,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-02-13 21:32:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190213T213237_20190213T213302_014933_01BE19_240C,2019-02-14 03:00:02,COPERNICUS/S2_SR_HARMONIZED/20190214T025821_20190214T025819_T52VFQ,L2A_T52VFQ_A019048_20190214T025819
1,2019-02-13 21:32:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190213T213237_20190213T213302_014933_01BE19_240C,2019-02-14 03:00:02,COPERNICUS/S2_SR_HARMONIZED/20190214T025821_20190214T025819_T53VLK,L2A_T53VLK_A019048_20190214T025819
2,2019-02-13 21:32:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190213T213237_20190213T213302_014933_01BE19_240C,2019-02-14 03:00:02,COPERNICUS/S2_SR_HARMONIZED/20190214T025821_20190214T025819_T52VFQ,L2A_T52VFQ_A019048_20190214T025819
3,2019-02-13 21:32:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190213T213237_20190213T213302_014933_01BE19_240C,2019-02-14 03:00:02,COPERNICUS/S2_SR_HARMONIZED/20190214T025821_20190214T025819_T53VLK,L2A_T53VLK_A019048_20190214T025819
4,2019-02-23 21:48:50,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190223T214850_20190223T214915_015079_01C2E7_9C54,2019-02-24 03:00:02,COPERNICUS/S2_SR_HARMONIZED/20190224T025711_20190224T025712_T52VFQ,L2A_T52VFQ_A019191_20190224T025712
5,2019-02-23 21:48:50,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190223T214850_20190223T214915_015079_01C2E7_9C54,2019-02-24 03:00:01,COPERNICUS/S2_SR_HARMONIZED/20190224T025711_20190224T025712_T53VLK,L2A_T53VLK_A019191_20190224T025712
6,2019-04-14 21:32:38,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190414T213238_20190414T213303_015808_01DADA_C84C,2019-04-15 03:00:08,COPERNICUS/S2_SR_HARMONIZED/20190415T025551_20190415T025546_T52VFQ,L2A_T52VFQ_A019906_20190415T025546
7,2019-04-14 21:32:38,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190414T213238_20190414T213303_015808_01DADA_C84C,2019-04-15 03:00:08,COPERNICUS/S2_SR_HARMONIZED/20190415T025551_20190415T025546_T53VLK,L2A_T53VLK_A019906_20190415T025546
8,2019-04-14 21:32:38,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190414T213238_20190414T213303_015808_01DADA_C84C,2019-04-15 03:00:08,COPERNICUS/S2_SR_HARMONIZED/20190415T025551_20190415T025546_T52VFQ,L2A_T52VFQ_A019906_20190415T025546
9,2019-04-14 21:32:38,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190414T213238_20190414T213303_015808_01DADA_C84C,2019-04-15 03:00:08,COPERNICUS/S2_SR_HARMONIZED/20190415T025551_20190415T025546_T53VLK,L2A_T53VLK_A019906_20190415T025546
10,2019-04-26 21:32:39,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190426T213239_20190426T213304_015983_01E0A2_8BF9,2019-04-27 02:50:16,COPERNICUS/S2_SR_HARMONIZED/20190427T024559_20190427T024553_T52VFQ,L2A_T52VFQ_A011169_20190427T024553
11,2019-04-26 21:32:39,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190426T213239_20190426T213304_015983_01E0A2_8BF9,2019-04-27 02:50:16,COPERNICUS/S2_SR_HARMONIZED/20190427T024559_20190427T024553_T53VLK,L2A_T53VLK_A011169_20190427T024553
12,2019-04-26 21:32:39,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190426T213239_20190426T213304_015983_01E0A2_8BF9,2019-04-27 02:50:16,COPERNICUS/S2_SR_HARMONIZED/20190427T024559_20190427T024553_T52VFQ,L2A_T52VFQ_A011169_20190427T024553
13,2019-04-26 21:32:39,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190426T213239_20190426T213304_015983_01E0A2_8BF9,2019-04-27 02:50:16,COPERNICUS/S2_SR_HARMONIZED/20190427T024559_20190427T024553_T53VLK,L2A_T53VLK_A011169_20190427T024553
14,2019-05-06 21:48:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190506T214852_20190506T214917_016129_01E58E_4C82,2019-05-07 02:50:17,COPERNICUS/S2_SR_HARMONIZED/20190507T024559_20190507T024554_T52VFQ,L2A_T52VFQ_A011312_20190507T024554
15,2019-05-06 21:48:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190506T214852_20190506T214917_016129_01E58E_4C82,2019-05-07 02:50:17,COPERNICUS/S2_SR_HARMONIZED/20190507T024559_20190507T024554_T53VLK,L2A_T53VLK_A011312_20190507T024554
16,2019-05-06 21:48:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190506T214852_20190506T214917_016129_01E58E_4C82,2019-05-07 02:50:17,COPERNICUS/S2_SR_HARMONIZED/20190507T024559_20190507T024554_T52VFQ,L2A_T52VFQ_A011312_20190507T024554
17,2019-05-06 21:48:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190506T214852_20190506T214917_016129_01E58E_4C82,2019-05-07 02:50:17,COPERNICUS/S2_SR_HARMONIZED/20190507T024559_20190507T024554_T53VLK,L2A_T53VLK_A011312_20190507T024554
18,2019-06-13 21:32:41,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190613T213241_20190613T213306_016683_01F65C_DAD4,2019-06-14 03:00:09,COPERNICUS/S2_SR_HARMONIZED/20190614T025551_20190614T025547_T52VFQ,L2A_T52VFQ_A020764_20190614T025547
