,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-01-29 14:59:20,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190129T145920_20190129T145945_025694_02DAD4_01E7,2019-01-29 07:50:54,COPERNICUS/S2_SR_HARMONIZED/20190129T074151_20190129T074148_T38SNA,L2A_T38SNA_A018822_20190129T074148
1,2019-01-29 14:59:45,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190129T145945_20190129T150010_025694_02DAD4_BC3F,2019-01-29 07:50:54,COPERNICUS/S2_SR_HARMONIZED/20190129T074151_20190129T074148_T38SNA,L2A_T38SNA_A018822_20190129T074148
2,2019-04-19 02:54:43,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190419T025443_20190419T025508_026853_0304D0_7D11,2019-04-19 07:51:00,COPERNICUS/S2_SR_HARMONIZED/20190419T073621_20190419T073951_T38SNA,L2A_T38SNA_A019966_20190419T073951
3,2019-05-29 14:59:32,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190529T145932_20190529T145957_027444_03189A_6C96,2019-05-29 07:51:00,COPERNICUS/S2_SR_HARMONIZED/20190529T073621_20190529T074353_T38SNA,L2A_T38SNA_A020538_20190529T074353
4,2019-07-28 14:59:36,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190728T145936_20190728T150001_028319_033320_FD88,2019-07-28 07:51:02,COPERNICUS/S2_SR_HARMONIZED/20190728T073621_20190728T074355_T38SNA,L2A_T38SNA_A021396_20190728T074355
5,2019-09-26 14:59:29,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190926T145929_20190926T145954_029194_0350C1_2ED2,2019-09-26 07:50:58,COPERNICUS/S2_SR_HARMONIZED/20190926T073651_20190926T074528_T38SNA,L2A_T38SNA_A022254_20190926T074528
6,2019-09-26 14:59:54,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190926T145954_20190926T150019_029194_0350C1_3009,2019-09-26 07:50:58,COPERNICUS/S2_SR_HARMONIZED/20190926T073651_20190926T074528_T38SNA,L2A_T38SNA_A022254_20190926T074528
7,2019-11-25 14:59:28,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191125T145928_20191125T145953_030069_036F22_73DF,2019-11-25 07:50:57,COPERNICUS/S2_SR_HARMONIZED/20191125T074241_20191125T074236_T38SNA,L2A_T38SNA_A023112_20191125T074236
8,2019-11-25 14:59:53,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191125T145953_20191125T150018_030069_036F22_162B,2019-11-25 07:50:57,COPERNICUS/S2_SR_HARMONIZED/20191125T074241_20191125T074236_T38SNA,L2A_T38SNA_A023112_20191125T074236
9,2020-01-24 14:59:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200124T145926_20200124T145951_030944_038D73_3EFF,2020-01-24 07:50:50,COPERNICUS/S2_SR_HARMONIZED/20200124T074211_20200124T074210_T38SNA,L2A_T38SNA_A023970_20200124T074210
10,2020-01-24 14:59:51,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200124T145951_20200124T150016_030944_038D73_6A86,2020-01-24 07:50:50,COPERNICUS/S2_SR_HARMONIZED/20200124T074211_20200124T074210_T38SNA,L2A_T38SNA_A023970_20200124T074210
11,2020-03-24 14:59:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200324T145926_20200324T145951_031819_03ABE8_7594,2020-03-24 07:50:53,COPERNICUS/S2_SR_HARMONIZED/20200324T073611_20200324T074346_T38SNA,L2A_T38SNA_A024828_20200324T074346
12,2020-03-24 14:59:51,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200324T145951_20200324T150016_031819_03ABE8_BF67,2020-03-24 07:50:53,COPERNICUS/S2_SR_HARMONIZED/20200324T073611_20200324T074346_T38SNA,L2A_T38SNA_A024828_20200324T074346
13,2020-05-23 14:59:28,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200523T145928_20200523T145953_032694_03C972_D09F,2020-05-23 07:51:03,COPERNICUS/S2_SR_HARMONIZED/20200523T073621_20200523T074240_T38SNA,L2A_T38SNA_A025686_20200523T074240
14,2020-05-23 14:59:53,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200523T145953_20200523T150018_032694_03C972_7AC3,2020-05-23 07:51:03,COPERNICUS/S2_SR_HARMONIZED/20200523T073621_20200523T074240_T38SNA,L2A_T38SNA_A025686_20200523T074240
15,2020-09-20 14:59:35,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200920T145935_20200920T150000_034444_0401D0_D0A3,2020-09-20 07:51:02,COPERNICUS/S2_SR_HARMONIZED/20200920T073621_20200920T074203_T38SNA,L2A_T38SNA_A027402_20200920T074203
16,2020-09-20 15:00:00,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200920T150000_20200920T150025_034444_0401D0_557F,2020-09-20 07:51:02,COPERNICUS/S2_SR_HARMONIZED/20200920T073621_20200920T074203_T38SNA,L2A_T38SNA_A027402_20200920T074203
17,2020-11-19 14:59:35,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201119T145935_20201119T150000_035319_042033_B99F,2020-11-19 07:51:00,COPERNICUS/S2_SR_HARMONIZED/20201119T074221_20201119T074219_T38SNA,L2A_T38SNA_A028260_20201119T074219
18,2020-11-19 15:00:00,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201119T150000_20201119T150025_035319_042033_1A6A,2020-11-19 07:51:00,COPERNICUS/S2_SR_HARMONIZED/20201119T074221_20201119T074219_T38SNA,L2A_T38SNA_A028260_20201119T074219
