,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-01-22 22:38:14,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190122T223814_20190122T223843_014613_01B3B7_19CC,2019-01-22 16:17:18,COPERNICUS/S2_SR_HARMONIZED/20190122T161551_20190122T161553_T18VWJ,L2A_T18VWJ_A018727_20190122T161553
1,2019-01-22 22:38:14,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190122T223814_20190122T223843_014613_01B3B7_19CC,2019-01-22 16:17:14,COPERNICUS/S2_SR_HARMONIZED/20190122T161551_20190122T161553_T18VXJ,L2A_T18VXJ_A018727_20190122T161553
2,2019-02-03 22:38:14,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190203T223814_20190203T223843_014788_01B963_A815,2019-02-03 16:07:26,COPERNICUS/S2_SR_HARMONIZED/20190203T160459_20190203T160454_T18VWJ,L2A_T18VWJ_A009990_20190203T160454
3,2019-02-03 22:38:14,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190203T223814_20190203T223843_014788_01B963_A815,2019-02-03 16:07:21,COPERNICUS/S2_SR_HARMONIZED/20190203T160459_20190203T160454_T18VXJ,L2A_T18VXJ_A009990_20190203T160454
4,2019-03-23 22:38:14,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190323T223814_20190323T223843_015488_01D045_5ABD,2019-03-23 16:17:16,COPERNICUS/S2_SR_HARMONIZED/20190323T160931_20190323T161503_T18VXJ,L2A_T18VXJ_A019585_20190323T161503
5,2019-05-22 22:38:16,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190522T223816_20190522T223845_016363_01ECD0_FF8E,2019-05-22 16:17:25,COPERNICUS/S2_SR_HARMONIZED/20190522T160911_20190522T161339_T18VWJ,L2A_T18VWJ_A020443_20190522T161339
6,2019-11-30 22:38:23,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191130T223823_20191130T223852_019163_0242C6_8898,2019-11-30 16:07:21,COPERNICUS/S2_SR_HARMONIZED/20191130T160619_20191130T160655_T18VWJ,L2A_T18VWJ_A014280_20191130T160655
7,2019-11-30 22:38:23,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191130T223823_20191130T223852_019163_0242C6_8898,2019-11-30 16:07:15,COPERNICUS/S2_SR_HARMONIZED/20191130T160619_20191130T160655_T18VXJ,L2A_T18VXJ_A014280_20191130T160655
8,2020-01-17 22:38:21,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200117T223821_20200117T223850_019863_02590E_AF28,2020-01-17 16:17:16,COPERNICUS/S2_SR_HARMONIZED/20200117T161611_20200117T161610_T18VWJ,L2A_T18VWJ_A023875_20200117T161610
9,2020-01-17 22:38:21,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200117T223821_20200117T223850_019863_02590E_AF28,2020-01-17 16:17:11,COPERNICUS/S2_SR_HARMONIZED/20200117T161611_20200117T161610_T18VXJ,L2A_T18VXJ_A023875_20200117T161610
10,2020-01-29 22:38:20,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200129T223820_20200129T223849_020038_025EA4_C688,2020-01-29 16:07:18,COPERNICUS/S2_SR_HARMONIZED/20200129T160509_20200129T160512_T18VWJ,L2A_T18VWJ_A015138_20200129T160512
11,2020-01-29 22:38:20,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200129T223820_20200129T223849_020038_025EA4_C688,2020-01-29 16:07:12,COPERNICUS/S2_SR_HARMONIZED/20200129T160509_20200129T160512_T18VXJ,L2A_T18VXJ_A015138_20200129T160512
12,2020-03-17 22:38:20,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200317T223820_20200317T223849_020738_02751A_AB2D,2020-03-17 16:17:14,COPERNICUS/S2_SR_HARMONIZED/20200317T161001_20200317T161249_T18VXJ,L2A_T18VXJ_A024733_20200317T161249
13,2020-03-29 22:38:20,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200329T223820_20200329T223849_020913_027A9C_7772,2020-03-29 16:07:23,COPERNICUS/S2_SR_HARMONIZED/20200329T155819_20200329T160321_T18VWJ,L2A_T18VWJ_A015996_20200329T160321
14,2020-03-29 22:38:20,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200329T223820_20200329T223849_020913_027A9C_7772,2020-03-29 16:07:18,COPERNICUS/S2_SR_HARMONIZED/20200329T155819_20200329T160321_T18VXJ,L2A_T18VXJ_A015996_20200329T160321
15,2020-05-16 22:38:22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200516T223822_20200516T223851_021613_029086_447B,2020-05-16 16:17:27,COPERNICUS/S2_SR_HARMONIZED/20200516T160911_20200516T161044_T18VWJ,L2A_T18VWJ_A025591_20200516T161044
16,2020-05-28 22:38:23,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200528T223823_20200528T223852_021788_0295B6_9A9D,2020-05-28 16:07:27,COPERNICUS/S2_SR_HARMONIZED/20200528T155819_20200528T155958_T18VWJ,L2A_T18VWJ_A016854_20200528T155958
17,2020-07-15 22:38:25,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200715T223825_20200715T223855_022488_02AAF1_1CED,2020-07-15 16:17:22,COPERNICUS/S2_SR_HARMONIZED/20200715T160911_20200715T161141_T18VXJ,L2A_T18VXJ_A026449_20200715T161141
18,2020-07-27 22:38:26,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200727T223826_20200727T223855_022663_02B046_1748,2020-07-27 16:07:28,COPERNICUS/S2_SR_HARMONIZED/20200727T155829_20200727T160536_T18VWJ,L2A_T18VWJ_A017712_20200727T160536
