,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-01-19 22:53:19,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190119T225319_20190119T225344_025553_02D5AE_C310,2019-01-19 15:27:42,COPERNICUS/S2_SR_HARMONIZED/20190119T152639_20190119T152639_T18QZG,L2A_T18QZG_A009775_20190119T152639
1,2019-01-19 22:53:19,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190119T225319_20190119T225344_025553_02D5AE_C310,2019-01-19 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20190119T152639_20190119T152639_T19QBB,L2A_T19QBB_A009775_20190119T152639
2,2019-03-20 22:53:18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190320T225318_20190320T225343_026428_02F548_1CE7,2019-03-20 15:27:42,COPERNICUS/S2_SR_HARMONIZED/20190320T152639_20190320T152638_T18QZG,L2A_T18QZG_A010633_20190320T152638
3,2019-03-20 22:53:18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190320T225318_20190320T225343_026428_02F548_1CE7,2019-03-20 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20190320T152639_20190320T152638_T19QBB,L2A_T19QBB_A010633_20190320T152638
4,2019-07-18 22:53:24,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190718T225324_20190718T225349_028178_032ED1_C5C7,2019-07-18 15:27:51,COPERNICUS/S2_SR_HARMONIZED/20190718T152649_20190718T152647_T18QZG,L2A_T18QZG_A012349_20190718T152647
5,2019-07-18 22:53:24,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190718T225324_20190718T225349_028178_032ED1_C5C7,2019-07-18 15:27:50,COPERNICUS/S2_SR_HARMONIZED/20190718T152649_20190718T152647_T19QBB,L2A_T19QBB_A012349_20190718T152647
6,2019-09-16 22:53:27,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190916T225327_20190916T225352_029053_034BFD_C416,2019-09-16 15:27:42,COPERNICUS/S2_SR_HARMONIZED/20190916T152639_20190916T152638_T18QZG,L2A_T18QZG_A013207_20190916T152638
7,2019-09-16 22:53:27,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190916T225327_20190916T225352_029053_034BFD_C416,2019-09-16 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20190916T152639_20190916T152638_T19QBB,L2A_T19QBB_A013207_20190916T152638
8,2019-09-26 10:39:01,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190926T103901_20190926T103926_029191_0350AC_056F,2019-09-26 15:27:43,COPERNICUS/S2_SR_HARMONIZED/20190926T152639_20190926T152639_T18QZG,L2A_T18QZG_A013350_20190926T152639
9,2019-09-26 10:39:01,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190926T103901_20190926T103926_029191_0350AC_056F,2019-09-26 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20190926T152639_20190926T152639_T19QBB,L2A_T19QBB_A013350_20190926T152639
10,2019-11-15 22:53:27,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191115T225327_20191115T225352_029928_036A41_DEF2,2019-11-15 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20191115T152639_20191115T152637_T18QZG,L2A_T18QZG_A014065_20191115T152637
11,2019-11-15 22:53:27,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191115T225327_20191115T225352_029928_036A41_DEF2,2019-11-15 15:27:40,COPERNICUS/S2_SR_HARMONIZED/20191115T152639_20191115T152637_T19QBB,L2A_T19QBB_A014065_20191115T152637
12,2020-01-14 22:53:25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200114T225325_20200114T225350_030803_038888_C028,2020-01-14 15:27:37,COPERNICUS/S2_SR_HARMONIZED/20200114T152639_20200114T152633_T18QZG,L2A_T18QZG_A014923_20200114T152633
13,2020-01-14 22:53:25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200114T225325_20200114T225350_030803_038888_C028,2020-01-14 15:27:36,COPERNICUS/S2_SR_HARMONIZED/20200114T152639_20200114T152633_T19QBB,L2A_T19QBB_A014923_20200114T152633
14,2020-03-14 22:53:24,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200314T225324_20200314T225349_031678_03A6F0_B80B,2020-03-14 15:27:39,COPERNICUS/S2_SR_HARMONIZED/20200314T152639_20200314T152637_T18QZG,L2A_T18QZG_A015781_20200314T152637
15,2020-03-14 22:53:24,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200314T225324_20200314T225349_031678_03A6F0_B80B,2020-03-14 15:27:38,COPERNICUS/S2_SR_HARMONIZED/20200314T152639_20200314T152637_T19QBB,L2A_T19QBB_A015781_20200314T152637
16,2020-05-13 22:53:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200513T225326_20200513T225351_032553_03C531_D385,2020-05-13 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20200513T152639_20200513T152638_T18QZG,L2A_T18QZG_A016639_20200513T152638
17,2020-05-13 22:53:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200513T225326_20200513T225351_032553_03C531_D385,2020-05-13 15:27:40,COPERNICUS/S2_SR_HARMONIZED/20200513T152639_20200513T152638_T19QBB,L2A_T19QBB_A016639_20200513T152638
18,2020-07-12 22:53:30,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200712T225330_20200712T225355_033428_03DF99_5BE2,2020-07-12 15:27:44,COPERNICUS/S2_SR_HARMONIZED/20200712T152639_20200712T152640_T18QZG,L2A_T18QZG_A017497_20200712T152640
19,2020-07-12 22:53:30,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200712T225330_20200712T225355_033428_03DF99_5BE2,2020-07-12 15:27:43,COPERNICUS/S2_SR_HARMONIZED/20200712T152639_20200712T152640_T19QBB,L2A_T19QBB_A017497_20200712T152640
20,2020-09-10 22:53:33,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200910T225333_20200910T225358_034303_03FCC4_9042,2020-09-10 15:27:45,COPERNICUS/S2_SR_HARMONIZED/20200910T152639_20200910T152641_T18QZG,L2A_T18QZG_A018355_20200910T152641
21,2020-09-10 22:53:33,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200910T225333_20200910T225358_034303_03FCC4_9042,2020-09-10 15:27:44,COPERNICUS/S2_SR_HARMONIZED/20200910T152639_20200910T152641_T19QBB,L2A_T19QBB_A018355_20200910T152641
22,2020-09-20 10:39:07,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200920T103907_20200920T103932_034441_0401BC_CA1D,2020-09-20 15:27:45,COPERNICUS/S2_SR_HARMONIZED/20200920T152639_20200920T152641_T18QZG,L2A_T18QZG_A018498_20200920T152641
23,2020-09-20 10:39:07,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200920T103907_20200920T103932_034441_0401BC_CA1D,2020-09-20 15:27:43,COPERNICUS/S2_SR_HARMONIZED/20200920T152639_20200920T152641_T19QBB,L2A_T19QBB_A018498_20200920T152641
24,2021-03-19 10:39:03,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210319T103903_20210319T103928_037066_045CEB_193B,2021-03-19 15:27:42,COPERNICUS/S2_SR_HARMONIZED/20210319T152639_20210319T152638_T18QZG,L2A_T18QZG_A021072_20210319T152638
25,2021-03-19 10:39:03,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210319T103903_20210319T103928_037066_045CEB_193B,2021-03-19 15:27:40,COPERNICUS/S2_SR_HARMONIZED/20210319T152639_20210319T152638_T19QBB,L2A_T19QBB_A021072_20210319T152638
26,2021-05-08 22:53:32,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210508T225332_20210508T225357_037803_047636_8420,2021-05-08 15:27:40,COPERNICUS/S2_SR_HARMONIZED/20210508T152639_20210508T152637_T18QZG,L2A_T18QZG_A021787_20210508T152637
27,2021-05-08 22:53:32,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210508T225332_20210508T225357_037803_047636_8420,2021-05-08 15:27:39,COPERNICUS/S2_SR_HARMONIZED/20210508T152639_20210508T152637_T19QBB,L2A_T19QBB_A021787_20210508T152637
28,2021-05-18 10:39:06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210518T103906_20210518T103931_037941_047A59_7601,2021-05-18 15:27:42,COPERNICUS/S2_SR_HARMONIZED/20210518T152639_20210518T152638_T18QZG,L2A_T18QZG_A021930_20210518T152638
29,2021-05-18 10:39:06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210518T103906_20210518T103931_037941_047A59_7601,2021-05-18 15:27:41,COPERNICUS/S2_SR_HARMONIZED/20210518T152639_20210518T152638_T19QBB,L2A_T19QBB_A021930_20210518T152638
30,2021-07-07 22:53:35,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210707T225335_20210707T225400_038678_049074_749F,2021-07-07 15:27:44,COPERNICUS/S2_SR_HARMONIZED/20210707T152639_20210707T152640_T18QZG,L2A_T18QZG_A022645_20210707T152640
