,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2024-04-22 01:58:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240422T015826_20240422T015855_053540_067F9D_2264,2024-04-22 06:53:16,COPERNICUS/S2_SR_HARMONIZED/20240422T064629_20240422T065245_T41VPE,L2A_T41VPE_A037226_20240422T065245
1,2024-04-22 01:58:26,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240422T015826_20240422T015855_053540_067F9D_2264,2024-04-22 06:53:14,COPERNICUS/S2_SR_HARMONIZED/20240422T064629_20240422T065245_T42VUK,L2A_T42VUK_A037226_20240422T065245
2,2020-06-12 01:57:28,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200612T015728_20200612T015753_021994_029BDE_694F,2020-06-12 06:53:18,COPERNICUS/S2_SR_HARMONIZED/20200612T064629_20200612T065010_T41VPE,L2A_T41VPE_A017063_20200612T065010
3,2020-06-12 01:57:28,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200612T015728_20200612T015753_021994_029BDE_694F,2020-06-12 06:53:16,COPERNICUS/S2_SR_HARMONIZED/20200612T064629_20200612T065010_T42VUK,L2A_T42VUK_A017063_20200612T065010
4,2020-07-18 01:57:30,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200718T015730_20200718T015755_022519_02ABD5_5B55,2020-07-18 07:13:12,COPERNICUS/S2_SR_HARMONIZED/20200718T070619_20200718T070622_T41VPE,L2A_T41VPE_A017578_20200718T070622
5,2020-07-18 01:57:30,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200718T015730_20200718T015755_022519_02ABD5_5B55,2020-07-18 07:13:07,COPERNICUS/S2_SR_HARMONIZED/20200718T070619_20200718T070622_T42VUK,L2A_T42VUK_A017578_20200718T070622
6,2020-11-15 01:57:33,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201115T015733_20201115T015758_024269_02E24E_02C7,2020-11-15 07:13:11,COPERNICUS/S2_SR_HARMONIZED/20201115T071149_20201115T071147_T41VPE,L2A_T41VPE_A019294_20201115T071147
7,2020-11-15 01:57:33,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201115T015733_20201115T015758_024269_02E24E_02C7,2020-11-15 07:13:06,COPERNICUS/S2_SR_HARMONIZED/20201115T071149_20201115T071147_T42VUK,L2A_T42VUK_A019294_20201115T071147
8,2021-06-07 01:57:33,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210607T015733_20210607T015758_027244_034115_4A75,2021-06-07 06:53:17,COPERNICUS/S2_SR_HARMONIZED/20210607T064629_20210607T064625_T41VPE,L2A_T41VPE_A022211_20210607T064625
9,2021-06-07 01:57:33,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210607T015733_20210607T015758_027244_034115_4A75,2021-06-07 06:53:15,COPERNICUS/S2_SR_HARMONIZED/20210607T064629_20210607T064625_T42VUK,L2A_T42VUK_A022211_20210607T064625
