,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-01-18 00:08:27,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190118T000827_20190118T000852_014541_01B15D_0FC9,2019-01-17 17:58:29,COPERNICUS/S2_SR_HARMONIZED/20190117T175659_20190117T175657_T14UNG,L2A_T14UNG_A009748_20190117T175657
1,2019-01-23 00:16:31,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190123T001631_20190123T001656_014614_01B3C0_CAE2,2019-01-22 17:58:25,COPERNICUS/S2_SR_HARMONIZED/20190122T175641_20190122T175635_T14UNG,L2A_T14UNG_A018728_20190122T175635
2,2019-01-30 00:08:27,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190130T000827_20190130T000852_014716_01B6FD_1FF5,2019-01-29 17:48:29,COPERNICUS/S2_SR_HARMONIZED/20190129T174601_20190129T174743_T14UNG,L2A_T14UNG_A018828_20190129T174743
3,2019-02-04 00:16:31,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190204T001631_20190204T001655_014789_01B96D_08CB,2019-02-03 17:48:32,COPERNICUS/S2_SR_HARMONIZED/20190203T174539_20190203T174535_T14UNG,L2A_T14UNG_A009991_20190203T174535
4,2019-03-19 00:08:26,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190319T000826_20190319T000851_015416_01CDEB_2639,2019-03-18 17:58:28,COPERNICUS/S2_SR_HARMONIZED/20190318T175049_20190318T175045_T14UNG,L2A_T14UNG_A010606_20190318T175045
5,2019-03-24 00:16:31,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190324T001631_20190324T001655_015489_01D04E_712F,2019-03-23 17:58:27,COPERNICUS/S2_SR_HARMONIZED/20190323T175011_20190323T175719_T14UNG,L2A_T14UNG_A019586_20190323T175719
6,2019-03-31 00:08:27,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190331T000827_20190331T000852_015591_01D3A2_372B,2019-03-30 17:48:32,COPERNICUS/S2_SR_HARMONIZED/20190330T173921_20190330T174646_T14UNG,L2A_T14UNG_A019686_20190330T174646
7,2019-05-23 00:16:33,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190523T001633_20190523T001658_016364_01ECD9_33EE,2019-05-22 17:58:32,COPERNICUS/S2_SR_HARMONIZED/20190522T174911_20190522T175316_T14UNG,L2A_T14UNG_A020444_20190522T175316
8,2019-07-17 00:08:32,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190717T000832_20190717T000857_017166_0204A9_237E,2019-07-16 17:58:38,COPERNICUS/S2_SR_HARMONIZED/20190716T174919_20190716T174916_T14UNG,L2A_T14UNG_A012322_20190716T174916
9,2019-07-22 00:16:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190722T001637_20190722T001701_017239_0206C8_0327,2019-07-21 17:58:34,COPERNICUS/S2_SR_HARMONIZED/20190721T174911_20190721T175654_T14UNG,L2A_T14UNG_A021302_20190721T175654
10,2019-08-03 00:16:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190803T001637_20190803T001702_017414_020C05_29E8,2019-08-02 17:48:40,COPERNICUS/S2_SR_HARMONIZED/20190802T173909_20190802T174602_T14UNG,L2A_T14UNG_A012565_20190802T174602
11,2019-09-15 00:08:35,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190915T000835_20190915T000900_018041_021F68_AF44,2019-09-14 17:58:29,COPERNICUS/S2_SR_HARMONIZED/20190914T174939_20190914T175521_T14UNG,L2A_T14UNG_A013180_20190914T175521
12,2019-09-20 00:16:40,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190920T001640_20190920T001704_018114_0221BD_E8FB,2019-09-19 17:58:29,COPERNICUS/S2_SR_HARMONIZED/20190919T175011_20190919T175012_T14UNG,L2A_T14UNG_A022160_20190919T175012
13,2019-10-02 00:16:40,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191002T001640_20191002T001705_018289_022727_06D9,2019-10-01 17:48:32,COPERNICUS/S2_SR_HARMONIZED/20191001T174139_20191001T174344_T14UNG,L2A_T14UNG_A013423_20191001T174344
14,2019-12-01 00:16:40,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191201T001640_20191201T001704_019164_0242CC_0F8B,2019-11-30 17:48:27,COPERNICUS/S2_SR_HARMONIZED/20191130T174659_20191130T174701_T14UNG,L2A_T14UNG_A014281_20191130T174701
15,2020-03-18 00:16:37,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200318T001637_20200318T001701_020739_027520_2918,2020-03-17 17:58:25,COPERNICUS/S2_SR_HARMONIZED/20200317T175041_20200317T175106_T14UNG,L2A_T14UNG_A024734_20200317T175106
16,2020-05-12 00:08:34,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200512T000834_20200512T000859_021541_028E5C_D911,2020-05-11 17:58:27,COPERNICUS/S2_SR_HARMONIZED/20200511T174909_20200511T175546_T14UNG,L2A_T14UNG_A016612_20200511T175546
17,2020-05-17 00:16:39,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200517T001639_20200517T001704_021614_02908B_FB95,2020-05-16 17:58:34,COPERNICUS/S2_SR_HARMONIZED/20200516T174911_20200516T174913_T14UNG,L2A_T14UNG_A025592_20200516T174913
18,2020-09-14 00:16:46,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200914T001646_20200914T001710_023364_02C607_2AA2,2020-09-13 17:58:33,COPERNICUS/S2_SR_HARMONIZED/20200913T174941_20200913T175722_T14UNG,L2A_T14UNG_A027308_20200913T175722
19,2020-11-13 00:16:46,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201113T001646_20201113T001711_024239_02E156_0004,2020-11-12 17:58:33,COPERNICUS/S2_SR_HARMONIZED/20201112T175611_20201112T175607_T14UNG,L2A_T14UNG_A028166_20201112T175607
20,2020-11-20 00:08:42,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201120T000842_20201120T000907_024341_02E47E_436C,2020-11-19 17:48:34,COPERNICUS/S2_SR_HARMONIZED/20201119T174631_20201119T174632_T14UNG,L2A_T14UNG_A028266_20201119T174632
21,2021-03-20 00:08:38,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210320T000838_20210320T000903_026091_031CF6_1AD1,2021-03-19 17:48:31,COPERNICUS/S2_SR_HARMONIZED/20210319T174031_20210319T174031_T14UNG,L2A_T14UNG_A029982_20210319T174031
22,2021-03-25 00:16:43,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210325T001643_20210325T001707_026164_031F4D_38AB,2021-03-24 17:48:31,COPERNICUS/S2_SR_HARMONIZED/20210324T173859_20210324T174506_T14UNG,L2A_T14UNG_A021145_20210324T174506
23,2021-05-12 00:16:45,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210512T001645_20210512T001709_026864_0335A0_B0DD,2021-05-11 17:58:28,COPERNICUS/S2_SR_HARMONIZED/20210511T174911_20210511T175515_T14UNG,L2A_T14UNG_A030740_20210511T175515
24,2021-05-19 00:08:41,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210519T000841_20210519T000906_026966_0338C0_47B0,2021-05-18 17:48:32,COPERNICUS/S2_SR_HARMONIZED/20210518T173901_20210518T174344_T14UNG,L2A_T14UNG_A030840_20210518T174344
25,2021-07-11 00:16:48,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210711T001648_20210711T001713_027739_034F7C_26A8,2021-07-10 17:58:32,COPERNICUS/S2_SR_HARMONIZED/20210710T174911_20210710T175518_T14UNG,L2A_T14UNG_A031598_20210710T175518
26,2021-09-09 00:16:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210909T001652_20210909T001716_028614_036A30_C862,2021-09-08 17:58:29,COPERNICUS/S2_SR_HARMONIZED/20210908T174911_20210908T175317_T14UNG,L2A_T14UNG_A032456_20210908T175317
27,2021-11-08 00:16:52,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20211108T001652_20211108T001717_029489_0384F8_E095,2021-11-07 17:58:32,COPERNICUS/S2_SR_HARMONIZED/20211107T175541_20211107T175540_T14UNG,L2A_T14UNG_A033314_20211107T175540
