,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-06-12 22:33:54,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190612T223354_20190612T223419_016669_01F5EF_24AD,2019-06-13 03:34:09,COPERNICUS/S2_SR_HARMONIZED/20190613T032541_20190613T033029_T49UGR,L2A_T49UGR_A020750_20190613T033029
1,2019-06-12 22:33:54,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20190612T223354_20190612T223419_016669_01F5EF_24AD,2019-06-13 03:34:07,COPERNICUS/S2_SR_HARMONIZED/20190613T032541_20190613T033029_T50ULA,L2A_T50ULA_A020750_20190613T033029
2,2019-10-10 22:34:00,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191010T223400_20191010T223425_018419_022B22_D63F,2019-10-11 03:34:09,COPERNICUS/S2_SR_HARMONIZED/20191011T032651_20191011T033301_T49UGR,L2A_T49UGR_A022466_20191011T033301
3,2019-10-10 22:34:00,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20191010T223400_20191010T223425_018419_022B22_D63F,2019-10-11 03:34:07,COPERNICUS/S2_SR_HARMONIZED/20191011T032651_20191011T033301_T50ULA,L2A_T50ULA_A022466_20191011T033301
4,2020-02-07 22:33:57,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200207T223357_20200207T223422_020169_0262DC_E6C1,2020-02-08 03:33:58,COPERNICUS/S2_SR_HARMONIZED/20200208T032911_20200208T033024_T49UGR,L2A_T49UGR_A024182_20200208T033024
5,2020-02-07 22:33:57,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200207T223357_20200207T223422_020169_0262DC_E6C1,2020-02-08 03:33:56,COPERNICUS/S2_SR_HARMONIZED/20200208T032911_20200208T033024_T50ULA,L2A_T50ULA_A024182_20200208T033024
6,2020-04-07 22:33:57,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200407T223357_20200407T223422_021044_027EB6_C965,2020-04-08 03:34:03,COPERNICUS/S2_SR_HARMONIZED/20200408T032531_20200408T032534_T49UGR,L2A_T49UGR_A025040_20200408T032534
7,2020-04-07 22:33:57,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200407T223357_20200407T223422_021044_027EB6_C965,2020-04-08 03:34:01,COPERNICUS/S2_SR_HARMONIZED/20200408T032531_20200408T032534_T50ULA,L2A_T50ULA_A025040_20200408T032534
8,2020-06-06 22:34:00,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200606T223400_20200606T223425_021919_029990_E1A7,2020-06-07 03:34:12,COPERNICUS/S2_SR_HARMONIZED/20200607T032541_20200607T032543_T49UGR,L2A_T49UGR_A025898_20200607T032543
9,2020-06-06 22:34:00,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200606T223400_20200606T223425_021919_029990_E1A7,2020-06-07 03:34:10,COPERNICUS/S2_SR_HARMONIZED/20200607T032541_20200607T032543_T50ULA,L2A_T50ULA_A025898_20200607T032543
10,2020-10-04 22:34:06,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201004T223406_20201004T223431_023669_02CF8A_D5B5,2020-10-05 03:34:12,COPERNICUS/S2_SR_HARMONIZED/20201005T032611_20201005T033301_T49UGR,L2A_T49UGR_A027614_20201005T033301
11,2020-10-04 22:34:06,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201004T223406_20201004T223431_023669_02CF8A_D5B5,2020-10-05 03:34:10,COPERNICUS/S2_SR_HARMONIZED/20201005T032611_20201005T033301_T50ULA,L2A_T50ULA_A027614_20201005T033301
12,2021-04-02 22:34:03,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210402T223403_20210402T223428_026294_03235F_47E5,2021-04-03 03:34:03,COPERNICUS/S2_SR_HARMONIZED/20210403T032531_20210403T033242_T49UGR,L2A_T49UGR_A030188_20210403T033242
13,2021-04-02 22:34:03,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210402T223403_20210402T223428_026294_03235F_47E5,2021-04-03 03:34:01,COPERNICUS/S2_SR_HARMONIZED/20210403T032531_20210403T033242_T50ULA,L2A_T50ULA_A030188_20210403T033242
14,2021-06-01 22:34:06,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210601T223406_20210601T223431_027169_033EC6_AE79,2021-06-02 03:34:07,COPERNICUS/S2_SR_HARMONIZED/20210602T032541_20210602T033246_T49UGR,L2A_T49UGR_A031046_20210602T033246
15,2021-06-01 22:34:06,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210601T223406_20210601T223431_027169_033EC6_AE79,2021-06-02 03:34:05,COPERNICUS/S2_SR_HARMONIZED/20210602T032541_20210602T033246_T50ULA,L2A_T50ULA_A031046_20210602T033246
16,2021-07-31 22:34:09,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210731T223409_20210731T223434_028044_035865_BA8E,2021-08-01 03:34:09,COPERNICUS/S2_SR_HARMONIZED/20210801T032541_20210801T033249_T49UGR,L2A_T49UGR_A031904_20210801T033249
17,2021-07-31 22:34:09,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210731T223409_20210731T223434_028044_035865_BA8E,2021-08-01 03:34:07,COPERNICUS/S2_SR_HARMONIZED/20210801T032541_20210801T033249_T50ULA,L2A_T50ULA_A031904_20210801T033249
18,2021-11-28 22:34:11,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20211128T223411_20211128T223436_029794_038E63_CACF,2021-11-29 03:34:06,COPERNICUS/S2_SR_HARMONIZED/20211129T033111_20211129T033136_T49UGR,L2A_T49UGR_A033620_20211129T033136
