,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2018-05-23 21:20:46,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20180523T212046_20180523T212104_022037_0261A3_F495,2018-05-24 02:10:26,COPERNICUS/S2_SR_HARMONIZED/20180524T020439_20180524T020757_T51LWJ,L2A_T51LWJ_A006335_20180524T020757
1,2019-02-08 10:08:04,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190208T100804_20190208T100833_025836_02DFED_558B,2019-02-08 02:10:28,COPERNICUS/S2_SR_HARMONIZED/20190208T020449_20190208T020626_T51LWJ,L2A_T51LWJ_A010053_20190208T020626
2,2019-02-13 10:16:05,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190213T101605_20190213T101634_025909_02E284_8E7D,2019-02-13 02:10:25,COPERNICUS/S2_SR_HARMONIZED/20190213T020441_20190213T020442_T51LWJ,L2A_T51LWJ_A019033_20190213T020442
3,2019-04-09 10:08:05,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190409T100805_20190409T100834_026711_02FFB9_B1EA,2019-04-09 02:10:32,COPERNICUS/S2_SR_HARMONIZED/20190409T020449_20190409T020503_T51LWJ,L2A_T51LWJ_A010911_20190409T020503
4,2019-04-14 10:16:06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190414T101606_20190414T101635_026784_030268_DE3A,2019-04-14 02:10:30,COPERNICUS/S2_SR_HARMONIZED/20190414T020451_20190414T021004_T51LWJ,L2A_T51LWJ_A019891_20190414T021004
5,2019-05-18 21:20:36,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190518T212036_20190518T212101_027287_0313C0_98A3,2019-05-19 02:10:37,COPERNICUS/S2_SR_HARMONIZED/20190519T020459_20190519T021014_T51LWJ,L2A_T51LWJ_A011483_20190519T021014
6,2019-06-08 10:08:07,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190608T100807_20190608T100836_027586_031CF8_B689,2019-06-08 02:10:36,COPERNICUS/S2_SR_HARMONIZED/20190608T020459_20190608T020507_T51LWJ,L2A_T51LWJ_A011769_20190608T020507
7,2019-08-07 10:08:11,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190807T100811_20190807T100840_028461_03376D_8466,2019-08-07 02:10:36,COPERNICUS/S2_SR_HARMONIZED/20190807T020029_20190807T020716_T51LWJ,L2A_T51LWJ_A012627_20190807T020716
8,2019-08-12 10:16:12,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190812T101612_20190812T101641_028534_0339FA_8A01,2019-08-12 02:10:32,COPERNICUS/S2_SR_HARMONIZED/20190812T020021_20190812T020625_T51LWJ,L2A_T51LWJ_A021607_20190812T020625
9,2019-09-15 21:20:58,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190915T212058_20190915T212123_029037_034B6D_C3B8,2019-09-16 02:10:28,COPERNICUS/S2_SR_HARMONIZED/20190916T020019_20190916T020545_T51LWJ,L2A_T51LWJ_A013199_20190916T020545
10,2019-10-06 10:08:14,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191006T100814_20191006T100843_029336_0355AF_1E4B,2019-10-06 02:10:29,COPERNICUS/S2_SR_HARMONIZED/20191006T020019_20191006T020709_T51LWJ,L2A_T51LWJ_A013485_20191006T020709
11,2019-10-11 10:16:14,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191011T101614_20191011T101643_029409_035836_4F8E,2019-10-11 02:10:31,COPERNICUS/S2_SR_HARMONIZED/20191011T020021_20191011T020624_T51LWJ,L2A_T51LWJ_A022465_20191011T020624
