,s1_dates,s1_system_ids,s2_dates,s2_system_ids,s2_granule_ids
0,2019-04-22 08:30:52,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20190422T083052_20190422T083121_026900_030681_32BF,2019-04-22 13:18:59,COPERNICUS/S2_SR_HARMONIZED/20190422T131251_20190422T131246_T23KLP,L2A_T23KLP_A020012_20190422T131246
1,2019-10-19 08:31:00,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20191019T083100_20191019T083129_029525_035C2B_836C,2019-10-19 13:18:59,COPERNICUS/S2_SR_HARMONIZED/20191019T131251_20191019T131246_T23KLP,L2A_T23KLP_A022586_20191019T131246
2,2020-02-16 08:30:57,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200216T083057_20200216T083126_031275_0398F5_84F1,2020-02-16 13:18:50,COPERNICUS/S2_SR_HARMONIZED/20200216T131241_20200216T131236_T23KLP,L2A_T23KLP_A024302_20200216T131236
3,2020-04-16 08:30:58,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200416T083058_20200416T083127_032150_03B783_27A2,2020-04-16 13:18:56,COPERNICUS/S2_SR_HARMONIZED/20200416T131241_20200416T131242_T23KLP,L2A_T23KLP_A025160_20200416T131242
4,2020-08-14 08:31:05,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20200814T083105_20200814T083134_033900_03EE8F_8C08,2020-08-14 13:19:02,COPERNICUS/S2_SR_HARMONIZED/20200814T131251_20200814T131249_T23KLP,L2A_T23KLP_A026876_20200814T131249
5,2020-10-13 08:31:07,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201013T083107_20201013T083136_034775_040D59_F097,2020-10-13 13:19:02,COPERNICUS/S2_SR_HARMONIZED/20201013T131251_20201013T131248_T23KLP,L2A_T23KLP_A027734_20201013T131248
6,2021-04-11 08:31:04,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210411T083104_20210411T083133_037400_046862_1F5E,2021-04-11 13:18:51,COPERNICUS/S2_SR_HARMONIZED/20210411T131241_20210411T131458_T23KLP,L2A_T23KLP_A030308_20210411T131458
7,2022-06-05 08:31:13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20220605T083113_20220605T083142_043525_053265_5C36,2022-06-05 13:19:04,COPERNICUS/S2_SR_HARMONIZED/20220605T131251_20220605T131250_T23KLP,L2A_T23KLP_A036314_20220605T131250
8,2022-12-02 08:31:17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20221202T083117_20221202T083146_046150_058657_F315,2022-12-02 13:18:57,COPERNICUS/S2_SR_HARMONIZED/20221202T131241_20221202T131601_T23KLP,L2A_T23KLP_A038888_20221202T131601
9,2023-04-01 08:31:15,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230401T083115_20230401T083144_047900_05C178_14AD,2023-04-01 13:18:55,COPERNICUS/S2_SR_HARMONIZED/20230401T131241_20230401T131241_T23KLP,L2A_T23KLP_A040604_20230401T131241
